12944, 12943
12949, 12943
12950, 12943
12957, 12943
12964, 12943
12943, 12944
12949, 12944
12958, 12944
12959, 12944
12946, 12945
12951, 12945
12952, 12945
12961, 12945
12962, 12945
12945, 12946
12951, 12946
12952, 12946
12962, 12946
12963, 12946
12948, 12947
12963, 12947
12970, 12947
12947, 12948
12955, 12948
12956, 12948
12963, 12948
12943, 12949
12944, 12949
12950, 12949
12964, 12949
12943, 12950
12949, 12950
12965, 12950
12966, 12950
12945, 12951
12946, 12951
12953, 12951
12968, 12951
12969, 12951
12945, 12952
12946, 12952
12953, 12952
12969, 12952
12970, 12952
12951, 12953
12952, 12953
12954, 12953
12955, 12953
12970, 12953
12953, 12954
12955, 12954
12956, 12954
12948, 12955
12953, 12955
12954, 12955
12956, 12955
12948, 12956
12954, 12956
12955, 12956
12943, 12957
12958, 12957
12965, 12957
12944, 12958
12957, 12958
12964, 12958
12965, 12958
12944, 12959
12960, 12959
12967, 12959
12959, 12960
12961, 12960
12966, 12960
12968, 12960
12945, 12961
12960, 12961
12967, 12961
12945, 12962
12946, 12962
12963, 12962
12970, 12962
12946, 12963
12947, 12963
12948, 12963
12962, 12963
12969, 12963
12970, 12963
12943, 12964
12949, 12964
12958, 12964
12965, 12964
12950, 12965
12957, 12965
12958, 12965
12964, 12965
12950, 12966
12960, 12966
12967, 12966
12959, 12967
12961, 12967
12966, 12967
12968, 12967
12951, 12968
12960, 12968
12967, 12968
12951, 12969
12952, 12969
12963, 12969
12970, 12969
12947, 12970
12952, 12970
12953, 12970
12962, 12970
12963, 12970
12969, 12970
