10.000000, 14.289322, 39.130000,  3.370000,  1.775000, 87.500000,  2.000000,  6.000000,  2.000000,  5.000000,  1.000000,  4.000000,  4.000000,  1.000000,  5.000000,  1.000000,  7.000000,  2.000000, 1, 0, 0
11.000000, 13.965409, 26.830000,  0.090000,  1.243000, 93.800000,  6.000000,  4.000000,  1.000000,  2.000000,  6.000000,  3.000000,  3.000000,  5.000000,  3.000000,  4.000000,  6.000000,  1.000000, 1, 0, 0
14.000000, 19.875817, 47.750000,  0.230000,  2.175000,128.700000,  6.000000,  4.000000,  4.000000,  6.000000,  4.000000,  4.000000,  4.000000,  3.000000,  7.000000,  5.000000,  5.000000,  4.000000, 1, 0, 0
10.000000, 14.435862, 44.720000,  3.940000,  2.107000, 76.600000,  0.000000,  3.000000,  6.000000,  3.000000,  3.000000,  3.000000,  4.000000,  0.000000,  5.000000,  0.000000,  3.000000,  6.000000, 1, 0, 0
11.000000, 15.504821, 32.140000,  1.830000,  1.493000, 91.500000,  6.000000,  3.000000,  2.000000,  1.000000,  7.000000,  3.000000,  3.000000,  5.000000,  3.000000,  4.000000,  5.000000,  2.000000, 1, 0, 0
19.000000, 26.912781, 65.480000,  5.070000,  3.037000,135.500000,  5.000000,  7.000000,  5.000000,  3.000000,  8.000000,  6.000000,  7.000000,  5.000000,  5.000000,  4.000000,  8.000000,  5.000000, 1, 0, 0
4.000000,  7.104921, 11.730000, -1.090000,  0.517000, 36.800000,  1.000000,  3.000000,  0.000000,  2.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  1.000000,  3.000000,  0.000000, 0, 1, 0
6.000000, 15.350862, 20.120000, -2.730000,  0.836000, 62.500000,  1.000000,  5.000000,  0.000000,  4.000000,  1.000000,  1.000000,  1.000000,  1.000000,  4.000000,  1.000000,  5.000000,  0.000000, 0, 1, 0
7.000000, 19.088979, 31.040000,  5.250000,  1.460000, 48.900000,  2.000000,  2.000000,  3.000000,  0.000000,  5.000000,  2.000000,  4.000000,  2.000000,  1.000000,  0.000000,  4.000000,  3.000000, 0, 1, 0
9.000000, 24.409096, 27.790000, -3.270000,  1.302000, 82.600000,  6.000000,  0.000000,  3.000000,  3.000000,  6.000000,  0.000000,  0.000000,  6.000000,  3.000000,  3.000000,  3.000000,  3.000000, 0, 1, 0
9.000000, 25.308899, 24.090000,  3.280000,  1.110000, 58.600000,  3.000000,  4.000000,  1.000000,  1.000000,  3.000000,  4.000000,  4.000000,  3.000000,  1.000000,  2.000000,  5.000000,  1.000000, 0, 1, 0
8.000000, 21.333305, 20.470000,  1.780000,  0.998000, 57.500000,  3.000000,  1.000000,  3.000000,  0.000000,  5.000000,  2.000000,  2.000000,  3.000000,  2.000000,  2.000000,  2.000000,  3.000000, 0, 1, 0
9.000000, 23.207824, 30.990000, -2.450000,  1.395000, 85.200000,  5.000000,  2.000000,  2.000000,  3.000000,  5.000000,  1.000000,  1.000000,  4.000000,  4.000000,  3.000000,  4.000000,  2.000000, 0, 1, 0
4.000000,  9.770399, 13.330000, -2.070000,  0.579000, 36.900000,  1.000000,  3.000000,  0.000000,  2.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  1.000000,  3.000000,  0.000000, 0, 1, 0
4.000000,  7.104921, 11.730000, -1.090000,  0.517000, 36.800000,  1.000000,  3.000000,  0.000000,  2.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  1.000000,  3.000000,  0.000000, 0, 1, 0
6.000000, 15.350862, 20.120000, -2.730000,  0.836000, 62.500000,  1.000000,  5.000000,  0.000000,  4.000000,  1.000000,  1.000000,  1.000000,  1.000000,  4.000000,  1.000000,  5.000000,  0.000000, 0, 1, 0
7.000000, 19.088979, 31.040000,  5.250000,  1.460000, 48.900000,  2.000000,  2.000000,  3.000000,  0.000000,  5.000000,  2.000000,  4.000000,  2.000000,  1.000000,  0.000000,  4.000000,  3.000000, 0, 1, 0
9.000000, 24.409096, 27.790000, -3.270000,  1.302000, 82.600000,  6.000000,  0.000000,  3.000000,  3.000000,  6.000000,  0.000000,  0.000000,  6.000000,  3.000000,  3.000000,  3.000000,  3.000000, 0, 1, 0
5.000000, 13.972936, 23.570000,  0.620000,  1.091000, 44.900000,  1.000000,  1.000000,  3.000000,  3.000000,  0.000000,  2.000000,  2.000000,  0.000000,  3.000000,  1.000000,  1.000000,  3.000000, 0, 1, 0
3.000000,  7.102282, 10.380000, -0.100000,  0.445000, 26.100000,  1.000000,  2.000000,  0.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  0.000000, 0, 1, 0
3.000000,106.321325,  8.660000,  1.270000,  0.416000, 24.600000,  1.000000,  1.000000,  1.000000,  0.000000,  2.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000, 0, 1, 0
