11.000000, 15.100666, 39.130000,  1.020000,  1.761000, 92.300000,  4.000000,  4.000000,  3.000000,  2.000000,  7.000000,  2.000000,  4.000000,  4.000000,  3.000000,  4.000000,  4.000000,  3.000000, 1, 0, 0
11.000000, 15.142036, 45.180000,  5.300000,  2.126000, 83.300000,  2.000000,  5.000000,  4.000000,  2.000000,  4.000000,  5.000000,  5.000000,  2.000000,  4.000000,  2.000000,  5.000000,  4.000000, 1, 0, 0
5.000000,  7.557787, 17.520000, -4.160000,  0.805000, 51.100000,  1.000000,  4.000000,  0.000000,  4.000000,  1.000000,  0.000000,  0.000000,  1.000000,  4.000000,  0.000000,  5.000000,  0.000000, 1, 0, 0
16.000000, 22.772231, 35.360000, -1.420000,  1.600000,138.500000,  9.000000,  5.000000,  2.000000,  3.000000, 10.000000,  3.000000,  3.000000,  9.000000,  4.000000,  9.000000,  5.000000,  2.000000, 1, 0, 0
4.000000,  6.052615, 18.750000, -0.980000,  0.866000, 39.600000,  0.000000,  2.000000,  2.000000,  3.000000,  0.000000,  1.000000,  1.000000,  0.000000,  3.000000,  0.000000,  2.000000,  2.000000, 1, 0, 0
23.000000, 32.303347, 73.180000, -0.000000,  3.367000,194.100000,  8.000000, 12.000000,  3.000000,  9.000000,  7.000000,  7.000000,  7.000000,  7.000000,  9.000000,  7.000000, 13.000000,  3.000000, 1, 0, 0
17.000000, 24.333078, 77.660000,  5.210000,  3.619000,133.000000,  4.000000,  5.000000,  8.000000,  5.000000,  6.000000,  6.000000,  8.000000,  4.000000,  5.000000,  4.000000,  5.000000,  8.000000, 1, 0, 0
6.000000,  7.663345, 21.380000,  0.230000,  1.001000, 51.000000,  1.000000,  3.000000,  2.000000,  2.000000,  2.000000,  2.000000,  2.000000,  1.000000,  3.000000,  1.000000,  3.000000,  2.000000, 1, 0, 0
8.000000, 11.249853, 24.630000,  1.970000,  1.129000, 65.500000,  4.000000,  2.000000,  2.000000,  1.000000,  5.000000,  2.000000,  2.000000,  4.000000,  2.000000,  4.000000,  2.000000,  2.000000, 1, 0, 0
16.000000, 21.343451, 33.470000,  0.760000,  1.507000,130.700000, 11.000000,  4.000000,  1.000000,  2.000000, 10.000000,  4.000000,  4.000000, 10.000000,  2.000000, 10.000000,  5.000000,  1.000000, 1, 0, 0
21.000000, 31.360853, 74.770000, -0.940000,  3.417000,183.700000,  7.000000,  8.000000,  6.000000,  9.000000,  8.000000,  4.000000,  6.000000,  6.000000,  9.000000,  7.000000,  8.000000,  6.000000, 1, 0, 0
12.000000, 16.474773, 33.900000, -3.030000,  1.550000,104.200000,  6.000000,  5.000000,  1.000000,  4.000000,  6.000000,  2.000000,  2.000000,  6.000000,  4.000000,  5.000000,  6.000000,  1.000000, 1, 0, 0
16.000000, 20.847814, 49.610000,  1.860000,  2.277000,131.000000,  6.000000,  8.000000,  2.000000,  5.000000,  5.000000,  6.000000,  6.000000,  5.000000,  5.000000,  5.000000,  9.000000,  2.000000, 1, 0, 0
6.000000,  8.710700, 17.510000, -1.050000,  0.782000, 53.200000,  4.000000,  1.000000,  1.000000,  2.000000,  3.000000,  1.000000,  1.000000,  3.000000,  2.000000,  4.000000,  1.000000,  1.000000, 1, 0, 0
13.000000, 18.254805, 38.740000, -0.810000,  1.753000,111.200000,  6.000000,  6.000000,  1.000000,  4.000000,  5.000000,  4.000000,  4.000000,  5.000000,  4.000000,  6.000000,  6.000000,  1.000000, 1, 0, 0
