6720, 6694
6731, 6694
6704, 6695
6720, 6695
6721, 6695
6702, 6696
6722, 6696
6723, 6696
6724, 6696
6701, 6697
6705, 6697
6725, 6697
6726, 6697
6719, 6698
6720, 6698
6731, 6698
6732, 6698
6712, 6699
6720, 6699
6721, 6699
6732, 6699
6733, 6699
6710, 6700
6734, 6700
6735, 6700
6736, 6700
6697, 6701
6713, 6701
6723, 6701
6724, 6701
6737, 6701
6738, 6701
6696, 6702
6703, 6702
6711, 6702
6713, 6702
6722, 6702
6702, 6703
6704, 6703
6710, 6703
6712, 6703
6721, 6703
6722, 6703
6695, 6704
6703, 6704
6706, 6704
6711, 6704
6712, 6704
6714, 6704
6720, 6704
6697, 6705
6707, 6705
6715, 6705
6724, 6705
6704, 6706
6712, 6706
6718, 6706
6705, 6707
6713, 6707
6726, 6707
6727, 6707
6709, 6708
6717, 6708
6729, 6708
6708, 6709
6716, 6709
6717, 6709
6728, 6709
6729, 6709
6700, 6710
6703, 6710
6711, 6710
6713, 6710
6734, 6710
6702, 6711
6704, 6711
6710, 6711
6712, 6711
6733, 6711
6734, 6711
6699, 6712
6703, 6712
6704, 6712
6706, 6712
6711, 6712
6714, 6712
6732, 6712
6701, 6713
6702, 6713
6707, 6713
6710, 6713
6715, 6713
6736, 6713
6704, 6714
6712, 6714
6730, 6714
6705, 6715
6713, 6715
6738, 6715
6739, 6715
6709, 6716
6717, 6716
6741, 6716
6708, 6717
6709, 6717
6716, 6717
6740, 6717
6741, 6717
6706, 6718
6719, 6718
6731, 6718
6698, 6719
6718, 6719
6720, 6719
6730, 6719
6694, 6720
6695, 6720
6698, 6720
6699, 6720
6704, 6720
6719, 6720
6695, 6721
6699, 6721
6703, 6721
6722, 6721
6696, 6722
6702, 6722
6703, 6722
6721, 6722
6723, 6722
6696, 6723
6701, 6723
6722, 6723
6724, 6723
6736, 6723
6696, 6724
6701, 6724
6705, 6724
6723, 6724
6737, 6724
6738, 6724
6697, 6725
6726, 6725
6697, 6726
6707, 6726
6725, 6726
6737, 6726
6707, 6727
6728, 6727
6729, 6727
6709, 6728
6727, 6728
6729, 6728
6739, 6728
6708, 6729
6709, 6729
6727, 6729
6728, 6729
6740, 6729
6741, 6729
6714, 6730
6719, 6730
6731, 6730
6694, 6731
6698, 6731
6718, 6731
6730, 6731
6698, 6732
6699, 6732
6712, 6732
6733, 6732
6699, 6733
6711, 6733
6732, 6733
6734, 6733
6700, 6734
6710, 6734
6711, 6734
6733, 6734
6735, 6734
6700, 6735
6734, 6735
6736, 6735
6700, 6736
6713, 6736
6723, 6736
6735, 6736
6701, 6737
6724, 6737
6726, 6737
6738, 6737
6701, 6738
6715, 6738
6724, 6738
6737, 6738
6715, 6739
6728, 6739
6740, 6739
6741, 6739
6717, 6740
6729, 6740
6739, 6740
6741, 6740
6716, 6741
6717, 6741
6729, 6741
6739, 6741
6740, 6741
